"PERSON_ID","PERNAME1","PERNAME2","SEX","DOB_DAY","DOB_MON","DOB_YEAR","hse_num","ENUMCAP","ENUMPC","str_nam","cap_add","CENSUS_ID"
"HR662RP039005","LOUIS","ROGERS","M",2,10,1999,"        39","39 MAIN ROAD","HR662RP","Main Road","39, Main Road","CENSHR662RP039005"
"HR662RP040001","MARRY","WATSON","M",20,10,1953,"        40","40 MAIN ROAD","HR662RP","Main Road","40, Main Road","CENSHR662RP040001"
"HR662RP041001","MASOM","CLARKE","M",13,7,1970,"        41","41 MAIN ROAD","HR662RP","Main Road","41, Main Road","CENSHR662RP041001"
"HR662RP041002","PHOEBE","CLARHE","F",11,1,1971,"        41","41 MAIN ROAD","HR662RP","Main Road","41, Main Road","CENSHR662RP041002"
"HR662RP041003","LEWIS","CLARKE","M",22,1,2008,"        41","41 MAIN ROAD","HR662RP","Main Road","41, Main Road","CENSHR662RP041003"
"HR662RP042001","MRTTHEW","MILLER","M",8,10,1981,"        42","42 MAIN ROAD","HR662RP","Main Road","42, Main Road","CENSHR662RP042001"
"HR662RP042002","LAYLA","MILLER","F",11,3,1983,"        42","42 MAIN ROAD","HR662RP","Main Road","42, Main Road","CENSHR662RP042002"
"HR662RP042003","JOSH","MILLER","M",19,1,,"        42","42 MAIN ROAD","HR662RP","Main Road","42, Main Road","CENSHR662RP042003"
"HR662RP042004","LILLY","MILLER","F",20,11,2003,"        42","42 MAIN ROAD","HR662RP","Main Road","42, Main Road","CENSHR662RP042004"
"HR662RP043001","TRISTAN","MATTHEWS","M",20,6,1967,"        43","43 MAIN ROAD","HR662RP","Main Road","43, Main Road","CENSHR662RP043001"
"HR662RP043002","FREYA","MATTHEWS","F",17,12,1971,"        43","43 MAIN ROAD","HR662RP","Main Road","43, Main Road","CENSHR662RP043002"
"HR662RP043003","OLIVIA","MATTHEWS","F",21,3,1995,"        43","43 MAIN ROAD","HR662RP","Main Road","43, Main Road","CENSHR662RP043003"
"HR662RP044001","THEODORE","RUSSELL","M",26,5,1966,"        44","44 MAIN ROAD","HR662RP","Main Road","44, Main Road","CENSHR662RP044001"
"HR662RP044002","FREYA","RUSSELL","F",28,7,1968,"        44","44 MAIN ROAD","HR662RP","Main Road","44, Main Road","CENSHR662RP044002"
"HR662RP044003","NATHAN","RUSSELL","M",17,4,2008,"        44","44 MAIN ROAD","HR662RP","Main Road","44, Main Road","CENSHR662RP044003"
"HR662RP044004","LUKE","RUSSELL","M",6,6,1988,"        44","44 MAIN ROAD","HR662RP","Main Road","44, Main Road","CENSHR662RP044004"
"HR662RP044005","ERIN","RUSSELL","F",10,12,2000,"        44","44 MAIN ROAD","HR662RP","Main Road","44, Main Road","CENSHR662RP044005"
"HR662RP045001","DANIEL","NASON","M",31,11,1982,"        45","45 MAIN ROAD","HR662RP","Main Road","45, Main Road","CENSHR662RP045001"
"HR662RP046001","LYDIA","THOMSON","F",1,3,1958,"        46","46 MAIN ROAD","HR662RP","Main Road","46, Main Road","CENSHR662RP046001"
"HR662RP047001","DEMI","MITCHELL","F",1,2,1960,"        47","47 MAIN ROAD","HR662RP","Main Road","47, Main Road","CENSHR662RP047001"
"HR662RP048001","RYAN","JOHNSON","M",22,5,1916,"        48","48 MAIN ROAD","HR662RP","Main Road","48, Main Road","CENSHR662RP048001"
"HR662RP049002","MATILDA","MITCHELL","F",1,7,1964,"        49","49 MAIN ROAD","HR662RP","Main Road","49, Main Road","CENSHR662RP049002"
"HR662RP049003","ISABEL","MITCHELL","F",7,3,1987,"        49","49 MAIN ROAD","HR662RP","Main Road","49, Main Road","CENSHR662RP049003"
"HR662RP050001","JACX","WATSON","M",18,7,1979,"        50","50 MAIN ROAD","HR662RP","Main Road","50, Main Road","CENSHR662RP050001"
"HR662RP050002","LEAH","WATSON","F",,11,1983,"        50","50 MAIN ROAD","HR662RP","Main Road","50, Main Road","CENSHR662RP050002"
"HR662RP050003","HARRIET","WATSON","F",10,12,2008,"        50","50 MAIN ROAD","HR662RP","Main Road","50, Main Road","CENSHR662RP050003"
"HR662RP051001","RYAN","THOMAS","M",6,8,1975,"        51","51 MAIN ROAD","HR662RP","Main Road","51, Main Road","CENSHR662RP051001"
"HR662RP051003","SHANNON","THOMAS","F",22,2,1995,"        51","51 MAIN ROAD","HR662RP","Main Road","51, Main Road","CENSHR662RP051003"
"HR662RP052001","OLIVER","RUSSELL","M",13,5,1954,"        52","52 MAIN ROAD","HR662RP","Main Road","52, Main Road","CENSHR662RP052001"
"HR662RP053001","JACK","JAMES","M",10,10,1915,"        53","53 MAIN ROAD","HR662RP","Main Road","53, Main Road","CENSHR662RP053001"
"HR662RP054001","HANNAH","LEE","F",12,4,1921,"        54","54 MAIN ROAD","HR662RP","Main Road","54, Main Road","CENSHR662RP054001"
"HR662RQ055001","MARCUS","RICHARDS","M",12,3,,"        55","55 MAIN ROAD","HR662RQ","Main Road","55, Main Road","CENSHR662RQ055001"
"HR662RQ055002","LILLY","AICHAADSON","F",30,6,1977,"        55","55 MAIN ROAD","HR662RQ","Main Road","55, Main Road","CENSHR662RQ055002"
"HR662RQ055003","SOPHIA","RICHARDSON","F",30,6,2000,"        55","55 MAIN ROAD","HR662RQ","Main Road","55, Main Road","CENSHR662RQ055003"
"HR662RQ055004","HAYDEN","RICHARDSON","M",14,6,2005,"        55","55 MAIN ROAD","HR662RQ","Main Road","55, Main Road","CENSHR662RQ055004"
"HR662RQ056001","JAKE","DAVIES","M",21,10,1982,"        56","56 MAIN ROAD","HR662RQ","Main Road","56, Main Road","CENSHR662RQ056001"
"HR662RQ056002","ELLIE","DAVIES","F",21,1,1984,"        56","56 MAIN ROAD","HR662RQ","Main Road","56, Main Road","CENSHR662RQ056002"
"HR662RQ056003","KYLE","DAVIES","M",21,5,2004,"        56","56 MAIN ROAD","HR662RQ","Main Road","56, Main Road","CENSHR662RQ056003"
"HR662RQ057001","MILES","EVANS","M",10,4,1964,"        57","57 MAIN ROAD","HR662RQ","Main Road","57, Main Road","CENSHR662RQ057001"
"HR662RQ058001","DYLAN","MARTIN","M",19,10,1955,"        58","58 MAIN ROAD","HR662RQ","Main Road","58, Main Road","CENSHR662RQ058001"
"HR662RQ059001","HARRY","KELLY","M",20,6,1964,"        59","59 MAIN ROAD","HR662RQ","Main Road","59, Main Road","CENSHR662RQ059001"
"HR662RQ060001","LOUIE","HARVEY","M",,10,1920,"        60","60 MAIN ROAD","HR662RQ","Main Road","60, Main Road","CENSHR662RQ060001"
"HR662RQ061001","EHILY","HILLS","F",3,11,1913,"        61","61 MAIN ROAD","HR662RQ","Main Road","61, Main Road","CENSHR662RQ061001"
"HR662RQ062001","JOSEPH","GRAHAM","M",23,11,1928,"        62","62 MAIN ROAD","HR662RQ","Main Road","62, Main Road","CENSHR662RQ062001"
"HR662RQ063001","PAIGE","WILKINSON","F",27,4,1955,"        63","63 MAIN ROAD","HR662RQ","Main Road","63, Main Road","CENSHR662RQ063001"
"HR662RQ064001","HANNAH","TURNER","F",21,2,1940,"        64","64 MAIN ROAD","HR662RQ","Main Road","64, Main Road","CENSHR662RQ064001"
"HR662RQ065001","LOLA","PALMER","F",25,5,1970,"        65","65 MAIN ROAD","HR662RQ","Main Road","65, Main Road","CENSHR662RQ065001"
"HR662RQ066001","LEON","ROGERS","M",20,10,1944,"        66","66 MAIN ROAD","HR662RQ","Main Road","66, Main Road","CENSHR662RQ066001"
"HR662RQ067001","KEIRA","SMITH","F",9,8,1948,"        67","67 MAIN ROAD","HR662RQ","Main Road","67, Main Road","CENSHR662RQ067001"
"HR662RQ067002","CAITLIN","SMITH","F",19,11,1978,"        67","67 MAIN ROAD","HR662RQ","Main Road","67, Main Road","CENSHR662RQ067002"
"HR662RQ068001","SEBASTIAN","PABKEB","M",18,1,1923,"        68","68 MAIN ROAD","HR662RQ","Main Road","68, Main Road","CENSHR662RQ068001"
"HR662RQ068002","MUHAMMED","PARKER","M",15,8,1966,"        68","68 MAIN ROAD","HR662RQ","Main Road","68, Main Road","CENSHR662RQ068002"
"HR662RQ069001","KATIE","HARRIS","F",6,9,1974,"        69","69 MAIN ROAD","HR662RQ","Main Road","69, Main Road","CENSHR662RQ069001"
"HR662RQ070001","MILLIE","ELLIS","F",28,6,1932,"        70","70 MAIN ROAD","HR662RQ","Main Road","70, Main Road","CENSHR662RQ070001"
"HR662RQ071001","ELLIE","WRIGHT","F",7,3,1981,"        71","71 MAIN ROAD","HR662RQ","Main Road","71, Main Road","CENSHR662RQ071001"
"HR662RQ072001","CHLOE","ROGERS","F",9,5,1948,"        72","72 MAIN ROAD","HR662RQ","Main Road","72, Main Road","CENSHR662RQ072001"
"HR662RQ073001","MADDISON","HARRIS","F",14,6,1973,"        73","73 MAIN ROAD","HR662RQ","Main Road","73, Main Road","CENSHR662RQ073001"
"HR72AU001001","MARIA","MURPHY","F",4,3,1925,"         1","1 MAIN STREET","HR72AU","Main Street","1, Main Street","CENSHR72AU001001"
"HR72AU002001","CHARLOTTE","STEVENSON","",27,12,1966,"         2","2 MAIN STREET","HR72AU","Main Street","2, Main Street","CENSHR72AU002001"
"HR72AU002002","FBEYA","STEVENSON","F",20,3,1996,"         2","2 MAIN STREET","HR72AU","Main Street","2, Main Street","CENSHR72AU002002"
"HR72AU003001","FREDDIE","STEWART","M",22,2,1931,"         3","3 MAIN STREET","HR72AU","Main Street","3, Main Street","CENSHR72AU003001"
"HR72AU004001","RILEY","PALMER","M",28,3,1955,"         4","4 MAIN STREET","HR72AU","Main Street","4, Main Street","CENSHR72AU004001"
"HR72AU005001","ALICIA","ROBERTSON","F",17,2,1917,"         5","5 MAIN STREET","HR72AU","Main Street","5, Main Street","CENSHR72AU005001"
"HR72AU007001","FFION","TURNER","F",31,2,1938,"         7","7 MAIN STREET","HR72AU","Main Street","7, Main Street","CENSHR72AU007001"
"HR72AU008001","MOHAMMED","MATTHEWS","M",24,6,1914,"         8","8 MAIN STREET","HR72AU","Main Street","8, Main Street","CENSHR72AU008001"
"HR72AU009001","THEO","COOPEA","M",15,8,1962,"         9","9 MAIN STREET","HR72AU","Main Street","9, Main Street","CENSHR72AU009001"
"HR72AU009002","RUBY","COOPER","F",7,7,1964,"         9","9 MAIN STREET","HR72AU","Main Street","9, Main Street","CENSHR72AU009002"
"HR72AU009003","MADISON","COOPER","F",6,6,1997,"         9","9 MAIN STREET","HR72AU","Main Street","9, Main Street","CENSHR72AU009003"
"HR72AU009004","THEODORE","COOPER","M",20,7,2003,"         9","9 MAIN STREET","HR72AU","Main Street","9, Main Street","CENSHR72AU009004"
"HR72AU010001","JOSEPH","TURNER","M",17,1,1995,"        10","10 MAIN STREET","HR72AU","Main Street","10, Main Street","CENSHR72AU010001"
"HR72AU010002","ADAM","TURNER","M",1,12,1955,"        10","10 MAIN STREET","HR72AU","Main Street","10, Main Street","CENSHR72AU010002"
"HR72AU011001","SAM","MORRISON","M",20,1,1992,"        11","11 MAIN STREET","HR72AU","Main Street","11, Main Street","CENSHR72AU011001"
"HR72AU011002","MEIDI","MOAAIS","F",17,8,1989,"        11","11 MAIN STREET","HR72AU","Main Street","11, Main Street","CENSHR72AU011002"
"HR72AU011003","ELOISE","MORRIS","F",31,7,2010,"        11","11 MAIN STREET","HR72AU","Main Street","11, Main Street","CENSHR72AU011003"
"HR72AU011004","THOMAS","MORRIS","M",30,6,1962,"        11","11 MAIN STREET","HR72AU","Main Street","11, Main Street","CENSHR72AU011004"
"HR72AU011005","AISHA","HORRISON","F",11,1,1970,"        11","11 MAIN STREET","HR72AU","Main Street","11, Main Street","CENSHR72AU011005"
"HR72AU011006","OWEW","MORRIS","M",8,4,1995,"        11","11 MAIN STREET","HR72AU","Main Street","11, Main Street","CENSHR72AU011006"
"HR72AU011007","LIAM","MORRIS","M",16,1,1959,"        11","11 MAIN STREET","HR72AU","Main Street","11, Main Street","CENSHR72AU011007"
"HR72AU012001","","WALKER","F",28,8,1993,"        12","12 MAIN STREET","HR72AU","Main Street","12, Main Street","CENSHR72AU012001"
"HR72AU012002","DAISY","WALKER","F",5,6,1962,"        12","12 MAIN STREET","HR72AU","Main Street","12, Main Street","CENSHR72AU012002"
"HR72AU012003","BRADLEY","WALKER","M",25,5,1984,"        12","12 MAIN STREET","HR72AU","Main Street","12, Main Street","CENSHR72AU012003"
"HR72AU012004","BROOKE","WALKER","F",11,3,1985,"        12","12 MAIN STREET","HR72AU","Main Street","12, Main Street","CENSHR72AU012004"
"HR72AU012005","HARCEY","WACKER","M",20,8,1977,"        12","12 MAIN STREET","HR72AU","Main Street","12, Main Street","CENSHR72AU012005"
"HR72AU012006","ALICE","WALKER","F",19,5,1935,"        12","12 MAIN STREET","HR72AU","Main Street","12, Main Street","CENSHR72AU012006"
"HR72AU012007","DYLAN","WALKER","M",16,9,1936,"        12","12 MAIN STREET","HR72AU","Main Street","12, Main Street","CENSHR72AU012007"
"HR72AU012008","NOAM","WALKER","M",7,12,1949,"        12","12 MAIN STREET","HR72AU","Main Street","12, Main Street","CENSHR72AU012008"
"HR72AU013001","JAXE","BENNETT","M",14,11,1962,"        13","13 MAIN STREET","HR72AU","Main Street","13, Main Street","CENSHR72AU013001"
"HR72AU013002","LOIS","BENNETT","F",12,9,,"        13","13 MAIN STREET","HR72AU","Main Street","13, Main Street","CENSHR72AU013002"
"HR72AU013003","LEO","BEMMETT","M",1,9,,"        13","13 MAIN STREET","HR72AU","Main Street","13, Main Street","CENSHR72AU013003"
"HR72AU013004","POPPY","BEMMETT","F",,11,2000,"        13","13 MAIN STREET","HR72AU","Main Street","13, Main Street","CENSHR72AU013004"
"HR72AU015001","OWEN","MUAPHY","M",1,7,1913,"        15","15 MAIN STREET","HR72AU","Main Street","15, Main Street","CENSHR72AU015001"
"HR72AU016001","JOSEPH","BUTLER","M",26,8,1982,"        16","16 MAIN STREET","HR72AU","Main Street","16, Main Street","CENSHR72AU016001"
"HR72AU016002","MEGAN","BUTLER","F",15,3,1980,"        16","16 MAIN STREET","HR72AU","Main Street","16, Main Street","CENSHR72AU016002"
"HR72AU016003","MEGAN","BUTLER","F",12,2,2003,"        16","16 MAIN STREET","HR72AU","Main Street","16, Main Street","CENSHR72AU016003"
"HR72AU017001","HARRY","GRAY","M",15,3,1985,"        17","17 MAIN STREET","HR72AU","Main Street","17, Main Street","CENSHR72AU017001"
"HR72AU017002","EVAN","GRAY","M",27,2,1949,"        17","17 MAIN STREET","HR72AU","Main Street","17, Main Street","CENSHR72AU017002"
"HR72AU018001","CALLUM","HILL","M",26,12,1929,"        18","18 MAIN STREET","HR72AU","Main Street","18, Main Street","CENSHR72AU018001"
"HR777AD001001","JACK","KELLY","M",8,7,1954,"         1","1 THE AVENUE","HR777AD","The Avenue","1, The Avenue","CENSHR777AD001001"
"HR777AD001002","ISLA","KELLY","F",2,10,1953,"         1","1 THE AVENUE","HR777AD","The Avenue","1, The Avenue","CENSHR777AD001002"
"HR777AD002001","EMILY","LEWIS","F",15,7,1982,"         2","2 THE AVENUE","HR777AD","The Avenue","2, The Avenue","CENSHR777AD002001"
"HR777AD003002","SOFIA","PRICE","F",5,5,1955,"         3","3 THE AVENUE","HR777AD","The Avenue","3, The Avenue","CENSHR777AD003002"
"HR777AD003003","ISAAC","PRICE","M",8,3,1986,"         3","3 THE AVENUE","HR777AD","The Avenue","3, The Avenue","CENSHR777AD003003"
"HR777AD003004","KATIE","PRICE","F",29,4,1983,"         3","3 THE AVENUE","HR777AD","The Avenue","3, The Avenue","CENSHR777AD003004"
"HR777AD003005","CAITLIN","PRICE","F",23,11,1991,"         3","3 THE AVENUE","HR777AD","The Avenue","3, The Avenue","CENSHR777AD003005"
"HR777AD003006","JASMINE","PRICE","F",19,6,1985,"         3","3 THE AVENUE","HR777AD","The Avenue","3, The Avenue","CENSHR777AD003006"
"HR777AD004001","TOBY","MOORE","M",27,4,1966,"         4","4 THE AVENUE","HR777AD","The Avenue","4, The Avenue","CENSHR777AD004001"
"HR777AD004002","ALEXANDRA","MOORE","F",8,12,1964,"         4","4 THE AVENUE","HR777AD","The Avenue","4, The Avenue","CENSHR777AD004002"
"HR777AD004003","NATASHA","MOORE","F",7,10,2003,"         4","4 THE AVENUE","HR777AD","The Avenue","4, The Avenue","CENSHR777AD004003"
"HR777AD005001","NAOMI","HUGHES","F",11,3,1935,"         5","5 THE AVENUE","HR777AD","The Avenue","5, The Avenue","CENSHR777AD005001"
"HR777AD006001","SOPHIE","REID","F",24,11,1944,"         6","6 THE AVENUE","HR777AD","The Avenue","6, The Avenue","CENSHR777AD006001"
"HR777AD006002","HRRRY","REID","M",1,9,1919,"         6","6 THE AVENUE","HR777AD","The Avenue","6, The Avenue","CENSHR777AD006002"
"HR777AD007001","LVCY","GRRHRM","F",5,10,1941,"         7","7 THE AVENUE","HR777AD","The Avenue","7, The Avenue","CENSHR777AD007001"
"HR777AD008001","MAX","HUNT","M",29,6,1926,"         8","8 THE AVENUE","HR777AD","The Avenue","8, The Avenue","CENSHR777AD008001"
"HR777AD009001","CHARLES","DAVIS","M",24,12,1951,"         9","9 THE AVENUE","HR777AD","The Avenue","9, The Avenue","CENSHR777AD009001"
"HR777AD010001","AARON","KING","",13,9,1941,"        10","10 THE AVENUE","HR777AD","The Avenue","10, The Avenue","CENSHR777AD010001"
"HR777AD011001","MOHAMMAD","THOMPSON","M",3,1,1985,"        11","11 THE AVENUE","HR777AD","The Avenue","11, The Avenue","CENSHR777AD011001"
"HR777AD011002","KABA","THOMPSON","F",29,4,1983,"        11","11 THE AVENUE","HR777AD","The Avenue","11, The Avenue","CENSHR777AD011002"
"HR777AD011003","SEBASTIAN","THOMPSON","M",5,6,2005,"        11","11 THE AVENUE","HR777AD","The Avenue","11, The Avenue","CENSHR777AD011003"
"HR777AD011004","OLIVER","THOMPSON","M",25,1,2007,"        11","11 THE AVENUE","HR777AD","The Avenue","11, The Avenue","CENSHR777AD011004"
"HR777AD012001","KATIE","MILLER","F",6,10,1928,"        12","12 THE AVENUE","HR777AD","The Avenue","12, The Avenue","CENSHR777AD012001"
"HR777AD013001","MAXIMILIAN","JACKSON","M",12,4,1947,"        13","13 THE AVENUE","HR777AD","The Avenue","13, The Avenue","CENSHR777AD013001"
"HR777AD014001","ISRBELLR","BROWN","F",8,10,1987,"        14","14 THE AVENUE","HR777AD","The Avenue","14, The Avenue","CENSHR777AD014001"
"HR777AD014002","ANGEL","BROWN","F",1,1,1990,"        14","14 THE AVENUE","HR777AD","The Avenue","14, The Avenue","CENSHR777AD014002"
"HR777AD015001","SKYE","WILKINSON","F",19,6,1965,"        15","15 THE AVENUE","HR777AD","The Avenue","15, The Avenue","CENSHR777AD015001"
"HR777AD016001","LUKE","JENKINS","M",6,2,1963,"        16","16 THE AVENUE","HR777AD","The Avenue","16, The Avenue","CENSHR777AD016001"
"HR777AD016002","CACEY","JENKINS","F",13,3,1961,"        16","16 THE AVENUE","HR777AD","The Avenue","16, The Avenue","CENSHR777AD016002"
"HR777AD016003","GRACE","JENXINS","F",18,2,1993,"        16","16 THE AVENUE","HR777AD","The Avenue","16, The Avenue","CENSHR777AD016003"
"HR777AD017001","AMY","SHAW","F",19,9,1941,"        17","17 THE AVENUE","HR777AD","The Avenue","17, The Avenue","CENSHR777AD017001"
"HR777AD018001","FATIMA","MARTIN","F",23,11,1981,"        18","18 THE AVENUE","HR777AD","The Avenue","18, The Avenue","CENSHR777AD018001"
"HR777AD019001","ROBERT","TAYLOR","M",14,8,1967,"        19","19 THE AVENUE","HR777AD","The Avenue","19, The Avenue","CENSHR777AD019001"
"HR777AD019002","ERIN","TAYLOR","F",23,5,1969,"        19","19 THE AVENUE","HR777AD","The Avenue","19, The Avenue","CENSHR777AD019002"
"HR777AD019003","LIBBY","TAYLOR","F",29,10,2006,"        19","19 THE AVENUE","HR777AD","The Avenue","19, The Avenue","CENSHR777AD019003"
"HR777AD019004","WILLOW","TRYLOR","F",30,12,1994,"        19","19 THE AVENUE","HR777AD","The Avenue","19, The Avenue","CENSHR777AD019004"
"HR777AD020001","MCKENZIE","MORGAN","M",14,1,1927,"        20","20 THE AVENUE","HR777AD","The Avenue","20, The Avenue","CENSHR777AD020001"
"HR777AD020002","EVA","MORGAN","F",20,5,1934,"        20","20 THE AVENUE","HR777AD","The Avenue","20, The Avenue","CENSHR777AD020002"
"HR777AD021001","AMBER","THOMAS","F",4,8,,"        21","21 THE AVENUE","HR777AD","The Avenue","21, The Avenue","CENSHR777AD021001"
"HR777AD021002","FAITH","THOMAS","F",23,8,2004,"        21","21 THE AVENUE","HR777AD","The Avenue","21, The Avenue","CENSHR777AD021002"
"HR777AD022001","JUDE","MURPHY","M",30,3,1973,"        22","22 THE AVENUE","HR777AD","The Avenue","22, The Avenue","CENSHR777AD022001"
"HR777AD022002","XATIE","MURPHY","F",1,8,1971,"        22","22 THE AVENUE","HR777AD","The Avenue","22, The Avenue","CENSHR777AD022002"
"HR777AD022003","HOLLIE","MURPHY","F",19,11,1994,"        22","22 THE AVENUE","HR777AD","The Avenue","22, The Avenue","CENSHR777AD022003"
"HR802JR001001","MAX","BAKER","M",29,12,1973,"         1","1 NEW ROAD","HR802JR","New Road","1, New Road","CENSHR802JR001001"
"HR802JR002001","GEORGE","HILL","M",8,5,1979,"         2","2 NEW ROAD","HR802JR","New Road","2, New Road","CENSHR802JR002001"
"HR802JR002002","MAYA","HILL","F",2,9,1982,"         2","2 NEW ROAD","HR802JR","New Road","2, New Road","CENSHR802JR002002"
"HR802JR002003","LOLA","HILL","F",5,5,2008,"         2","2 NEW ROAD","HR802JR","New Road","2, New Road","CENSHR802JR002003"
"HR802JR002004","CONNIE","HILL","F",25,11,2002,"         2","2 NEW ROAD","HR802JR","New Road","2, New Road","CENSHR802JR002004"
"HR802JR003001","JOSEPH","ELLIS","M",29,4,1960,"         3","3 NEW ROAD","HR802JR","New Road","3, New Road","CENSHR802JR003001"
"HR802JR003002","MILLIE","ELLIS","F",9,10,1964,"         3","3 NEW ROAD","HR802JR","New Road","3, New Road","CENSHR802JR003002"
"HR802JR003003","EMILY","ELLIS","F",10,3,1992,"         3","3 NEW ROAD","HR802JR","New Road","3, New Road","CENSHR802JR003003"
"HR802JR003004","LEWIS","ELLIS","M",4,3,1987,"         3","3 NEW ROAD","HR802JR","New Road","3, New Road","CENSHR802JR003004"
"HR802JR004001","ALEXANDER","CLARKE","M",,8,1961,"         4","4 NEW ROAD","HR802JR","New Road","4, New Road","CENSHR802JR004001"
"HR802JR004002","ISLA","CLARKE","F",13,4,1964,"         4","4 NEW ROAD","HR802JR","New Road","4, New Road","CENSHR802JR004002"
"HR802JR004004","GEORGE","CLARKE","M",23,6,1988,"         4","4 NEW ROAD","HR802JR","New Road","4, New Road","CENSHR802JR004004"
"HR802JR004005","DYLAN","CLARKE","M",8,2,1989,"         4","4 NEW ROAD","HR802JR","New Road","4, New Road","CENSHR802JR004005"
"HR802JR004006","","CLARKE","F",6,8,2003,"         4","4 NEW ROAD","HR802JR","New Road","4, New Road","CENSHR802JR004006"
"HR802JR005001","BRADLEY","HUGHES","M",30,1,1935,"         5","5 NEW ROAD","HR802JR","New Road","5, New Road","CENSHR802JR005001"
"HR802JR005002","SIMON","HUGHES","M",16,1,1989,"         5","5 NEW ROAD","HR802JR","New Road","5, New Road","CENSHR802JR005002"
"HR802JR006001","ISAAC","PALHER","M",17,5,1970,"         6","6 NEW ROAD","HR802JR","New Road","6, New Road","CENSHR802JR006001"
"HR802JR006002","LILY","PALMER","F",24,8,1968,"         6","6 NEW ROAD","HR802JR","New Road","6, New Road","CENSHR802JR006002"
"HR802JR006003","OLIVIA","PALMER","F",29,6,1996,"         6","6 NEW ROAD","HR802JR","New Road","6, New Road","CENSHR802JR006003"
"HR802JR007001","VICTOR","HILL","M",30,3,1974,"         7","7 NEW ROAD","HR802JR","New Road","7, New Road","CENSHR802JR007001"
"HR802JR007002","CAITLIN","HILL","F",6,5,1977,"         7","7 NEW ROAD","HR802JR","New Road","7, New Road","CENSHR802JR007002"
"HR802JR007003","JOSHUA","HILL","M",22,2,2004,"         7","7 NEW ROAD","HR802JR","New Road","7, New Road","CENSHR802JR007003"
"HR802JR007004","TIA","HILL","F",14,9,2011,"         7","7 NEW ROAD","HR802JR","New Road","7, New Road","CENSHR802JR007004"
"HR802JR008001","SOPHIA","COLLINS","F",24,12,1963,"         8","8 NEW ROAD","HR802JR","New Road","8, New Road","CENSHR802JR008001"
"HR802JR009001","","FOSTER","M",21,12,1960,"         9","9 NEW ROAD","HR802JR","New Road","9, New Road","CENSHR802JR009001"
"HR802JR009002","SOPIA","POSTER","F",21,11,1963,"         9","9 NEW ROAD","HR802JR","New Road","9, New Road","CENSHR802JR009002"
"HR802JR009003","KATIE","FOSTER","F",27,8,1999,"         9","9 NEW ROAD","HR802JR","New Road","9, New Road","CENSHR802JR009003"
"HR802JR010001","DYLAN","LAMPBELL","M",19,12,1971,"        10","10 NEW ROAD","HR802JR","New Road","10, New Road","CENSHR802JR010001"
"HR802JR010002","ZAAA","LAMPBELL","F",23,11,1969,"        10","10 NEW ROAD","HR802JR","New Road","10, New Road","CENSHR802JR010002"
"HR802JR010003","PETER","CANPBELL","M",7,11,2007,"        10","10 NEW ROAD","HR802JR","New Road","10, New Road","CENSHR802JR010003"
"HR802JR011001","TOBY","MARTIN","M",17,1,1964,"        11","11 NEW ROAD","HR802JR","New Road","11, New Road","CENSHR802JR011001"
"HR802JR012001","KEVIN","COOK","M",3,9,1957,"        12","12 NEW ROAD","HR802JR","New Road","12, New Road","CENSHR802JR012001"
"HR802JR013001","CONNOR","YOUNG","M",30,6,1921,"        13","13 NEW ROAD","HR802JR","New Road","13, New Road","CENSHR802JR013001"
"HR802JR013002","CONNIE","YOUNG","F",2,5,1933,"        13","13 NEW ROAD","HR802JR","New Road","13, New Road","CENSHR802JR013002"
"HR802JR014001","MAX","COX","M",13,5,1969,"        14","14 NEW ROAD","HR802JR","New Road","14, New Road","CENSHR802JR014001"
"HR802JR014002","LAYLA","COX","F",12,5,1972,"        14","14 NEW ROAD","HR802JR","New Road","14, New Road","CENSHR802JR014002"
"HR802JR014003","AWYA","COX","F",22,5,2002,"        14","14 NEW ROAD","HR802JR","New Road","14, New Road","CENSHR802JR014003"
"HR802JR015001","WEVE","CARTER","F",13,12,1959,"        15","15 NEW ROAD","HR802JR","New Road","15, New Road","CENSHR802JR015001"
"HR802JR015002","ABBIE","CARTER","F",3,10,1939,"        15","15 NEW ROAD","HR802JR","New Road","15, New Road","CENSHR802JR015002"
"HR802JR016001","PKOEBE","PKILLIPS","F",27,11,1965,"        16","16 NEW ROAD","HR802JR","New Road","16, New Road","CENSHR802JR016001"
"HR802JR017001","","CLARK","M",10,12,1958,"        17","17 NEW ROAD","HR802JR","New Road","17, New Road","CENSHR802JR017001"
"HR802JR017002","DARCEY","CLARK","F",6,5,1958,"        17","17 NEW ROAD","HR802JR","New Road","17, New Road","CENSHR802JR017002"
"HR802JR017003","FINLEY","CLARK","M",9,12,1996,"        17","17 NEW ROAD","HR802JR","New Road","17, New Road","CENSHR802JR017003"
"HR802JS018001","BLRKE","CHRPMRN","M",21,6,1985,"        18","18 NEW ROAD","HR802JS","New Road","18, New Road","CENSHR802JS018001"
"HR802JS019001","MARRY","REID","M",21,5,1988,"        19","19 NEW ROAD","HR802JS","New Road","19, New Road","CENSHR802JS019001"
"HR802JS020001","REN","PALMER","M",11,4,2011,"        20","20 NEW ROAD","HR802JS","New Road","20, New Road","CENSHR802JS020001"
"HR802JS021001","LOUIE","LEWIS","M",12,3,1997,"        21","21 NEW ROAD","HR802JS","New Road","21, New Road","CENSHR802JS021001"
"HR802JS021002","SONNY","LEWIS","M",30,11,1974,"        21","21 NEW ROAD","HR802JS","New Road","21, New Road","CENSHR802JS021002"
